FI Utilities Corp,MaturityDate,OfferingDate,State RegionFromPrimaryAddress,SeniorityLevel,CouponRate,CouponatOffer,OfferingAmount,Rating
IQT14255406,9/15/2000,10/23/1997,MI,Senior Unsecured,6.5,6.5,0.607,BB
IQT14230537,10/29/2001,10/23/1997,CA,Senior Unsecured,6.38,6.38,120,AA-
IQT14255405,10/15/2002,10/23/1997,MI,Senior Unsecured,7.125,7.125,2.842,BB
IQT14255407,10/15/2004,10/23/1997,MI,Senior Unsecured,7.375,7.375,5.281,BB
IQT14229128,10/15/2007,10/23/1997,IA,Senior Unsecured,7.63,7.63,350,AAA
IQT14229120,10/15/2027,10/23/1997,IL,Senior Secured,7.375,7.375,50,AA
IQT31916744,11/1/2009,10/24/1997,OH,Senior Unsecured,7.43,7.43,150,BB+
IQT31924411,11/1/2017,10/24/1997,OH,Senior Unsecured,7.88,7.88,300,BB+
IQT38550573,11/1/2017,10/24/1997,OH,Senior Unsecured,7.88,7.88,4.135,BB+
IQT14230572,11/6/2020,10/29/1997,NJ,Senior Secured,7.04,7.04,9,A-
IQT14230569,11/15/2000,10/30/1997,MI,Senior Unsecured,6.5,6.5,0.063,BB
IQT14230506,10/15/2002,10/30/1997,MI,Senior Unsecured,7.125,7.125,0.949,BB
IQT14230361,10/15/2004,10/30/1997,MI,Senior Unsecured,7.375,7.375,1.799,BB
IQT14229712,11/15/2000,11/5/1997,MI,Senior Unsecured,7.375,7.375,300,BB
IQT14230526,11/10/2027,11/5/1997,OR,Senior Secured,6.65,6.65,20,A
IQT14230548,11/15/2000,11/6/1997,MI,Senior Unsecured,6.5,6.5,0.289,BB
IQT14230354,10/15/2002,11/6/1997,MI,Senior Unsecured,7,7,0.814,BB
IQT14230356,10/15/2004,11/6/1997,MI,Senior Unsecured,7.25,7.25,2.075,BB
IQT14257598,11/14/2008,11/12/1997,MD,Senior Unsecured,6.65,6.65,15,A+
IQT14230558,11/15/2000,11/13/1997,MI,Senior Unsecured,6.5,6.5,0.956,BB
IQT14230336,11/15/2002,11/13/1997,MI,Senior Unsecured,7,7,2.704,BB
IQT14230334,11/15/2004,11/13/1997,MI,Senior Unsecured,7.25,7.25,3.508,BB
IQT14231454,10/1/2006,11/14/1997,DE,Senior Unsecured,6.75,6.75,20,A
IQT14231464,6/2/2003,11/17/1997,DE,Senior Unsecured,6.63,6.63,30,A-
IQT14231784,11/22/2004,11/17/1997,PA,Senior Unsecured,6.79,6.79,100,BBB+
IQT14231503,11/20/2007,11/17/1997,PA,Senior Unsecured,6.84,6.84,2,BBB+
IQT14230126,12/1/2007,11/18/1997,MN,Senior Unsecured,6.375,6.375,50,AA-
IQT32239938,12/1/2007,11/18/1997,MN,Senior Unsecured,6.375,6.375,50,AA-
IQT14247670,11/15/2000,11/20/1997,MI,Senior Unsecured,6.375,6.375,0.276,BB
IQT14247675,11/15/2002,11/20/1997,MI,Senior Unsecured,7,7,2.289,BB
IQT14247677,11/15/2004,11/20/1997,MI,Senior Unsecured,7.25,7.25,2.278,BB
IQT14230319,12/1/2027,11/21/1997,IN,Senior Unsecured,6.78,6.78,75,A-
IQT14230382,12/1/2007,11/24/1997,NY,Senior Unsecured,6.45,6.45,330,A+
IQT14231416,12/6/2004,12/2/1997,IN,Senior Unsecured,6.36,6.36,15,AA-
IQT14231415,12/10/2027,12/2/1997,IN,Senior Unsecured,6.34,6.34,20,AA-
IQT14231561,11/15/2000,12/4/1997,MI,Senior Unsecured,6.5,6.5,1.138,BB
IQT14247678,11/15/2002,12/4/1997,MI,Senior Unsecured,7,7,4.059,BB
IQT14247605,11/15/2004,12/4/1997,MI,Senior Unsecured,7.25,7.25,4.042,BB
IQT14230812,12/15/2004,12/4/1997,0,Senior Unsecured,6.75,6.75,200,A-
IQT14230818,12/1/2007,12/4/1997,OK,Senior Unsecured,6.875,6.875,200,BBB-
IQT14230815,12/15/2007,12/4/1997,0,Senior Unsecured,6.875,6.875,200,A-
IQT14230816,12/15/2017,12/4/1997,0,Senior Unsecured,7.25,7.25,100,A-
IQT40647139,12/1/2047,12/4/1997,AL,Senior Unsecured,7.125,7.125,193.8,A+
IQT66320963,12/1/2027,12/8/1997,VA,Subordinate,7.83,7.83,0,A-
IQT40574926,12/15/2027,12/9/1997,VA,Senior Unsecured,6.8,6.8,300,AA-
IQT14337400,12/10/2007,12/10/1997,NC,Senior Unsecured,6.75,6.75,35,A
IQT14231539,12/15/2000,12/11/1997,MI,Senior Unsecured,6.5,6.5,0.392,BB
IQT14255408,11/15/2002,12/11/1997,MI,Senior Unsecured,7,7,2.731,BB
IQT14255409,12/15/2004,12/11/1997,MI,Senior Unsecured,7.25,7.25,4.566,BB
IQT14231213,12/1/2027,12/15/1997,NY,Senior Unsecured,6.5,6.5,80,A-
IQT14231315,12/1/2027,12/17/1997,WA,Senior Unsecured,7.02,7.02,300,BBB+
IQT32238752,12/1/2027,12/17/1997,WA,Senior Unsecured,7.02,7.02,21.5,BBB+
IQT14232867,12/22/2011,12/19/1997,MD,Senior Unsecured,6.66,6.66,22,A+
IQT14232418,1/9/2018,1/6/1998,DE,Senior Unsecured,6.81,6.81,33,A
IQT14231961,1/13/2003,1/8/1998,SC,Senior Unsecured,6.05,6.05,60,A-
IQT14232802,1/15/2003,1/8/1998,DE,Senior Secured,6,6,20,A-
IQT14232809,1/12/2006,1/8/1998,DE,Senior Secured,6.18,6.18,15,A-
IQT14232816,1/17/2006,1/8/1998,DE,Senior Secured,6.19,6.19,50,A-
IQT14232772,1/12/2028,1/9/1998,MA,Senior Secured,6.91,6.91,20,A+
IQT14232341,1/15/2003,1/12/1998,IN,Senior Unsecured,5.75,5.75,15,AA-
IQT14232409,1/18/2028,1/12/1998,CA,Senior Unsecured,5.67,5.67,75,AA-
IQT14232176,1/15/2005,1/13/1998,AZ,Senior Unsecured,6.25,6.25,100,BBB+
IQT14236551,11/15/2000,1/14/1998,MI,Senior Unsecured,7.375,7.375,300,BB
IQT14232366,10/1/2006,1/14/1998,TX,Senior Unsecured,10.25,10.25,80,B
IQT14232865,12/15/2000,1/15/1998,MI,Senior Unsecured,6,6,0.41,BB
IQT14232407,1/15/2003,1/15/1998,MI,Senior Unsecured,6.5,6.5,1.019,BB
IQT14232408,1/15/2005,1/15/1998,MI,Senior Unsecured,6.75,6.75,2.071,BB
IQT14232405,1/15/2008,1/15/1998,MI,Senior Unsecured,7,7,4.5,BB
IQT14232978,12/15/2000,1/22/1998,MI,Senior Unsecured,6,6,1.164,BB
IQT14232778,1/15/2003,1/22/1998,MI,Senior Unsecured,6.5,6.5,0.998,BB
IQT14232776,1/15/2005,1/22/1998,MI,Senior Unsecured,6.75,6.75,0.874,BB
IQT14232773,1/15/2008,1/22/1998,MI,Senior Unsecured,7,7,3.423,BB
IQT14236438,12/1/2027,1/22/1998,NY,Senior Unsecured,6.5,6.5,80,A-
IQT32255033,2/1/2008,1/26/1998,PA,Senior Unsecured,6.14,6.14,10,Unknown
IQT14232780,1/1/2003,1/27/1998,TX,Senior Unsecured,6.25,6.25,125,BBB
IQT14233249,2/15/2001,1/29/1998,MI,Senior Unsecured,6.125,6.125,0.98,BB
IQT14233246,1/15/2003,1/29/1998,MI,Senior Unsecured,6.625,6.625,1.009,BB
IQT14233245,1/15/2005,1/29/1998,MI,Senior Unsecured,7,7,1.816,BB
IQT14233244,1/15/2008,1/29/1998,MI,Senior Unsecured,7,7,5.152,BB
IQT14232919,2/1/2008,1/29/1998,NY,Senior Unsecured,6.25,6.25,180,A+
IQT32249839,2/1/2008,1/29/1998,NY,Senior Unsecured,6.25,6.25,180,A+
IQT14232920,2/1/2028,1/29/1998,NY,Senior Unsecured,7.1,7.1,105,A+
IQT32229944,2/1/2028,1/29/1998,NY,Senior Unsecured,7.1,7.1,3,A+
IQT32257885,2/1/2028,1/29/1998,NY,Senior Unsecured,7.1,7.1,7,A+
IQT14233602,2/9/2001,2/4/1998,HI,Senior Unsecured,6.125,6.125,20,BBB
IQT14233456,2/1/2008,2/4/1998,OH,Senior Unsecured,6.51,6.51,52,A-
IQT14233601,2/12/2001,2/5/1998,HI,Senior Unsecured,6.15,6.15,15,BBB
IQT14233594,2/15/2001,2/5/1998,MI,Senior Unsecured,6.125,6.125,0.43,BB
IQT14233590,1/15/2003,2/5/1998,MI,Senior Unsecured,6.625,6.625,1.094,BB
IQT14233596,2/20/2003,2/5/1998,HI,Senior Unsecured,6.15,6.15,10,BBB
IQT14233588,1/15/2005,2/5/1998,MI,Senior Unsecured,6.75,6.75,0.356,BB
IQT14233593,1/15/2008,2/5/1998,MI,Senior Unsecured,7,7,1.885,BB
IQT14233258,2/1/2008,2/5/1998,TX,Senior Unsecured,6.5,6.5,300,BBB
IQT14332662,2/15/2028,2/6/1998,MA,Senior Unsecured,6.26,6.26,30,A
IQT40587018,2/1/2008,2/10/1998,MI,Senior Unsecured,6.375,6.375,250,BBB+
IQT14233463,2/1/2028,2/10/1998,FL,Senior Unsecured,6.75,6.75,150,AA-
IQT14353089,2/1/2028,2/10/1998,FL,Senior Unsecured,6.75,6.75,149.564,AA-
IQT32248319,2/1/2028,2/10/1998,FL,Senior Unsecured,6.75,6.75,1,AA-
IQT14234350,2/19/2002,2/11/1998,HI,Senior Unsecured,6.31,6.31,7.5,BBB
IQT14234341,2/15/2001,2/12/1998,MI,Senior Unsecured,6.125,6.125,0.474,BB
IQT14234317,1/15/2003,2/12/1998,MI,Senior Unsecured,6.625,6.625,1.443,BB
IQT14234318,2/15/2005,2/12/1998,MI,Senior Unsecured,7,7,4.629,BB
IQT14234320,2/15/2008,2/12/1998,MI,Senior Unsecured,7,7,2.872,BB
IQT14237715,12/1/2007,2/13/1998,OK,Senior Unsecured,6.875,6.875,200,BBB-
IQT14233829,2/15/2028,2/18/1998,IL,Senior Secured,6.58,6.58,50,AA
IQT32249922,2/15/2028,2/18/1998,IL,Senior Secured,6.58,6.58,2.71,AA
IQT14234706,2/15/2001,2/19/1998,MI,Senior Unsecured,6.125,6.125,0.58,BB
IQT14234663,1/15/2003,2/19/1998,MI,Senior Unsecured,6.625,6.625,1.084,BB
IQT14234685,2/15/2005,2/19/1998,MI,Senior Unsecured,6.75,6.75,0.255,BB
IQT14234687,2/15/2008,2/19/1998,MI,Senior Unsecured,7,7,0.771,BB
IQT14234701,2/24/2000,2/23/1998,ME,Senior Unsecured,6.38,6.38,30,BB+
IQT14234689,2/27/2008,2/24/1998,PA,Senior Secured,6.45,6.45,40,BBB+
IQT2590338,3/31/2038,2/25/1998,OH,Senior Unsecured,7.2,7.2,100,BBB+
IQT14234696,2/15/2001,2/26/1998,MI,Senior Unsecured,6.125,6.125,0.597,BB
IQT14234659,1/15/2003,2/26/1998,MI,Senior Unsecured,6.625,6.625,0.907,BB
IQT14234648,2/15/2005,2/26/1998,MI,Senior Unsecured,6.75,6.75,0.96,BB
IQT14234647,2/15/2008,2/26/1998,MI,Senior Unsecured,7,7,1.396,BB
IQT14234237,3/1/2008,2/26/1998,TX,Senior Unsecured,8.25,8.25,115,BB+
IQT32253628,3/1/2008,2/27/1998,TX,Senior Unsecured,8.25,8.25,115,BB+
IQT14234292,3/1/2018,2/27/1998,MI,Senior Unsecured,6.875,6.875,225,BBB+
IQT14235307,2/15/2001,3/5/1998,MI,Senior Unsecured,6.25,6.25,1.074,BB
IQT14235169,1/15/2003,3/5/1998,MI,Senior Unsecured,6.75,6.75,0.851,BB
IQT14235170,2/15/2005,3/5/1998,MI,Senior Unsecured,7,7,1.982,BB
IQT14235171,2/15/2008,3/5/1998,MI,Senior Unsecured,7,7,1.636,BB
IQT14235928,3/17/2015,3/9/1998,GA,Senior Unsecured,6.625,6.625,30,A+
IQT14234885,3/1/2003,3/11/1998,MN,Senior Secured,5.875,5.875,100,AA-
IQT14234863,3/1/2028,3/11/1998,MN,Senior Secured,6.5,6.5,150,AA-
IQT32229941,3/1/2028,3/11/1998,MN,Senior Secured,6.5,6.5,2.5,AA-
IQT14235316,3/15/2001,3/12/1998,MI,Senior Unsecured,6.375,6.375,0.513,BB
IQT14235254,1/15/2003,3/12/1998,MI,Senior Unsecured,7,7,3.904,BB
IQT14235286,3/16/2018,3/12/1998,OR,Senior Secured,6.6,6.6,22,A
IQT14235255,3/15/2005,3/13/1998,MI,Senior Unsecured,7,7,3.519,BB
IQT14235927,3/15/2028,3/16/1998,IN,Senior Subordinate,7.25,7.25,100,A-
IQT14235315,3/18/2008,3/17/1998,MD,Senior Unsecured,6.36,6.36,25,A+
IQT14235501,3/20/2008,3/17/1998,MA,Senior Secured,6.38,6.38,10,A-
IQT14255771,11/1/2009,3/17/1998,OH,Senior Secured,7.43,7.43,150,BB+
IQT14255949,11/1/2017,3/17/1998,OH,Senior Secured,7.88,7.88,300,BB+
IQT14235518,9/20/1999,3/18/1998,ME,Senior Unsecured,6.35,6.35,30,BB+
IQT14235366,3/24/2003,3/18/1998,PA,Senior Unsecured,6.375,6.375,60,BBB+
IQT14235508,3/15/2001,3/19/1998,MI,Senior Unsecured,6.25,6.25,0.608,BB
IQT14235497,1/15/2003,3/19/1998,MI,Senior Unsecured,6.75,6.75,1.029,BB
IQT14235498,3/15/2005,3/19/1998,MI,Senior Unsecured,7,7,1.498,BB
IQT14235370,3/23/2028,3/19/1998,CA,Senior Unsecured,6.81,6.81,15,A+
IQT14235802,3/15/2001,3/26/1998,MI,Senior Unsecured,6.25,6.25,0.643,BB
IQT14235801,1/15/2003,3/26/1998,MI,Senior Unsecured,6.75,6.75,0.838,BB
IQT14235799,3/15/2005,3/26/1998,MI,Senior Unsecured,7,7,2.613,BB
IQT14236093,3/15/2001,4/2/1998,MI,Senior Unsecured,6.25,6.25,1.011,BB
IQT14236054,4/15/2003,4/2/1998,MI,Senior Unsecured,6.75,6.75,1.391,BB
IQT14236056,3/15/2005,4/2/1998,MI,Senior Unsecured,7,7,3.201,BB
IQT14235840,4/1/2008,4/2/1998,OH,Senior Unsecured,6.4,6.4,100,A-
IQT14236198,3/15/2028,4/6/1998,IN,Senior Unsecured,6.75,6.75,15,AA-
IQT14236199,4/8/2008,4/7/1998,MD,Senior Unsecured,6.21,6.21,25,A+
IQT14236219,4/8/2008,4/7/1998,MD,Senior Unsecured,6.21,6.21,16.5,A+
IQT14236200,4/8/2008,4/7/1998,MD,Senior Unsecured,6.2,6.2,40,A+
IQT14236390,3/15/2001,4/9/1998,MI,Senior Unsecured,6,6,0.4,BB
IQT14236367,4/15/2003,4/9/1998,MI,Senior Unsecured,6.5,6.5,0.491,BB
IQT14236366,4/15/2005,4/9/1998,MI,Senior Unsecured,6.75,6.75,1.888,BB
IQT14236178,4/15/2028,4/13/1998,OK,Senior Unsecured,6.5,6.5,100,AA-
IQT14236301,4/15/2003,4/15/1998,CO,Senior Secured,6,6,250,A-
IQT14236615,3/15/2001,4/16/1998,MI,Senior Unsecured,6.25,6.25,0.203,BB
IQT14236576,4/15/2003,4/16/1998,MI,Senior Unsecured,6.75,6.75,1.129,BB
IQT14236577,4/15/2005,4/16/1998,MI,Senior Unsecured,7,7,3.174,BB
IQT2590336,6/30/2038,4/16/1998,OH,Senior Unsecured,7.3,7.3,100,BBB+
IQT2587718,3/31/2048,4/17/1998,AL,Senior Unsecured,7,7,190,A+
IQT14236883,3/15/2001,4/23/1998,MI,Senior Unsecured,6.25,6.25,0.759,BB
IQT14236866,4/15/2003,4/23/1998,MI,Senior Unsecured,6.75,6.75,0.754,BB
IQT14236865,4/15/2005,4/23/1998,MI,Senior Unsecured,6.75,6.75,0.474,BB
IQT14236649,4/1/2010,4/23/1998,MO,Senior Secured,6.5,6.5,50,A-
IQT2607572,4/15/2038,4/24/1998,PA,Senior Secured,7.375,7.375,100,BBB+
IQT2635567,6/30/2038,4/24/1998,OH,Senior Unsecured,7.375,7.375,140,BBB+
IQT14236731,4/30/2008,4/27/1998,OH,Senior Unsecured,6.5,6.5,20,A-
IQT14238262,10/1/2006,4/28/1998,TX,Senior Unsecured,10.25,10.25,80,B
IQT14237151,5/15/2001,5/1/1998,MI,Senior Unsecured,6.375,6.375,0.581,BB
IQT14237121,4/15/2003,5/1/1998,MI,Senior Unsecured,6.75,6.75,0.522,BB
IQT14237122,4/15/2005,5/1/1998,MI,Senior Unsecured,7,7,2.353,BB
IQT14237152,5/1/2028,5/1/1998,IN,Senior Unsecured,6.36,6.36,10,AA-
IQT2620603,6/30/2038,5/4/1998,OH,Junior Subordinate,7.6,7.6,125,BBB
IQT14237402,5/15/2008,5/7/1998,OR,Senior Secured,6.375,6.375,200,A
IQT14237409,5/15/2001,5/8/1998,MI,Senior Unsecured,6.25,6.25,0.406,BB
IQT14237404,4/15/2003,5/8/1998,MI,Senior Unsecured,6.75,6.75,0.546,BB
IQT14237403,4/15/2005,5/8/1998,MI,Senior Unsecured,7,7,1.093,BB
IQT14237446,5/1/2003,5/14/1998,MS,Senior Unsecured,6.05,6.05,35,A+
IQT14237761,5/15/2001,5/18/1998,MI,Senior Unsecured,6.375,6.375,1.094,BB
IQT14237755,5/15/2003,5/18/1998,MI,Senior Unsecured,6.75,6.75,0.946,BB
IQT14237754,5/15/2005,5/18/1998,MI,Senior Unsecured,7,7,2.192,BB
IQT14237908,5/15/2008,5/20/1998,OH,Senior Unsecured,6.25,6.25,100,A+
IQT14238062,5/27/2008,5/20/1998,NC,Senior Unsecured,6.46,6.46,35,A
IQT14237962,5/15/2001,5/21/1998,MI,Senior Unsecured,6.375,6.375,0.646,BB
IQT14237931,5/15/2003,5/21/1998,MI,Senior Unsecured,6.75,6.75,1.116,BB
IQT14237932,5/15/2005,5/21/1998,MI,Senior Unsecured,7,7,2.952,BB
IQT14238004,6/1/2028,5/27/1998,OR,Senior Secured,6.65,6.65,10,A
IQT14238086,5/15/2001,5/29/1998,MI,Senior Unsecured,6.375,6.375,0.41,BB
IQT14238083,5/15/2003,5/29/1998,MI,Senior Unsecured,6.75,6.75,0.262,BB
IQT14238081,5/15/2005,5/29/1998,MI,Senior Unsecured,7,7,0.716,BB
IQT14238014,6/1/2003,6/2/1998,IL,Senior Secured,5.75,5.75,50,AA
IQT14238313,5/15/2001,6/4/1998,MI,Senior Unsecured,6.25,6.25,0.504,BB
IQT14238308,5/15/2003,6/4/1998,MI,Senior Unsecured,6.75,6.75,1.178,BB
IQT14238309,5/15/2005,6/4/1998,MI,Senior Unsecured,6.75,6.75,1.613,BB
IQT14238227,6/5/2028,6/4/1998,WA,Senior Secured,6.88,6.88,20,A
IQT14238445,6/12/2002,6/9/1998,HI,Senior Unsecured,6.49,6.49,48,BBB
IQT14238447,6/25/2003,6/9/1998,HI,Senior Unsecured,6.31,6.31,6,BBB
IQT14238446,6/15/2005,6/9/1998,HI,Senior Unsecured,6.63,6.63,6,BBB
IQT14238575,6/15/2018,6/10/1998,WA,Senior Unsecured,6.74,6.74,200,BBB+
IQT14239071,6/15/2001,6/11/1998,MI,Senior Unsecured,6.25,6.25,1.559,BB
IQT14238905,5/15/2003,6/11/1998,MI,Senior Unsecured,6.75,6.75,1.467,BB
IQT14238904,6/15/2005,6/11/1998,MI,Senior Unsecured,6.75,6.75,1.428,BB
IQT14238368,6/1/2008,6/11/1998,FL,Senior Secured,6,6,200,AA-
IQT32254550,6/1/2008,6/11/1998,FL,Senior Unsecured,6,6,3.88,AA-
IQT32253561,6/1/2008,6/11/1998,FL,Senior Unsecured,6,6,0.631,AA-
IQT2662633,6/30/2038,6/12/1998,VA,Senior Unsecured,7.15,7.15,150,A
IQT14239048,6/15/2006,6/16/1998,IA,Senior Unsecured,6.375,6.375,160,A+
IQT32245973,6/19/2028,6/16/1998,WA,Senior Secured,6.37,6.37,15,A
IQT14238608,7/1/1999,6/17/1998,NY,Senior Unsecured,6.5,6.5,300,BB-
IQT14238606,10/1/2000,6/17/1998,NY,Senior Unsecured,7,7,450,BB-
IQT14238604,7/1/2001,6/17/1998,NY,Senior Unsecured,7.125,7.125,400,BB-
IQT14238602,10/1/2002,6/17/1998,NY,Senior Unsecured,7.25,7.25,400,BB-
IQT14238607,7/1/2003,6/17/1998,NY,Senior Unsecured,7.375,7.375,400,BB-
IQT14238605,10/1/2005,6/17/1998,NY,Senior Unsecured,7.625,7.625,400,BB-
IQT14238603,10/1/2008,6/17/1998,NY,Senior Unsecured,7.75,7.75,600,BB-
IQT14239058,6/19/2028,6/19/1998,WA,Senior Secured,6.37,6.37,25,A
IQT14239076,6/15/2001,6/22/1998,MI,Senior Unsecured,6.125,6.125,0.486,BB
IQT14238901,5/15/2003,6/22/1998,MI,Senior Unsecured,6.5,6.5,0.422,BB
IQT14238902,6/15/2005,6/22/1998,MI,Senior Unsecured,6.75,6.75,0.513,BB
IQT14238750,7/1/2008,6/22/1998,NY,Senior Unsecured,6.15,6.15,100,A+
IQT14238781,6/15/2018,6/22/1998,MI,Senior Secured,6.5,6.5,225,BBB+
IQT14239095,6/26/2008,6/23/1998,OH,Senior Unsecured,6.55,6.55,60,A-
IQT14239200,6/30/2028,6/29/1998,IN,Senior Unsecured,6.55,6.55,20,AA-
IQT14252952,7/8/2003,6/30/1998,SC,Senior Unsecured,6.25,6.25,75,A-
IQT14268662,7/15/2008,7/7/1998,LA,Senior Secured,7,7,30,BBB
IQT14260305,2/1/2008,7/13/1998,MI,Senior Unsecured,6.375,6.375,250,BBB+
IQT14239478,7/15/2018,7/13/1998,IL,Senior Unsecured,6.95,6.95,225,BBB
IQT14240743,3/1/2008,7/15/1998,TX,Senior Unsecured,8.25,8.25,115,BB+
IQT14239832,7/15/2028,7/22/1998,TX,Senior Unsecured,6.75,6.75,150,A-
IQT14260306,3/1/2018,7/27/1998,MI,Senior Unsecured,6.875,6.875,225,BBB+
IQT14240284,8/1/2005,8/3/1998,NM,Senior Unsecured,7.1,7.1,300,BB+
IQT14240285,8/1/2018,8/3/1998,NM,Senior Unsecured,7.5,7.5,135,BB+
IQT14240586,8/15/2001,8/7/1998,MI,Senior Unsecured,6.25,6.25,0.446,BB
IQT14240584,7/15/2003,8/7/1998,MI,Senior Unsecured,6.75,6.75,0.677,BB
IQT14240583,7/15/2005,8/7/1998,MI,Senior Unsecured,6.75,6.75,2.256,BB
IQT14240866,8/15/2001,8/14/1998,MI,Senior Unsecured,6.125,6.125,0.752,BB
IQT14240857,8/15/2003,8/14/1998,MI,Senior Unsecured,6.5,6.5,2.489,BB
IQT14240858,8/15/2005,8/14/1998,MI,Senior Unsecured,6.75,6.75,0.909,BB
IQT14241053,8/15/2001,8/20/1998,MI,Senior Unsecured,6.125,6.125,0.545,BB
IQT14241064,8/31/2001,8/20/1998,PA,Senior Unsecured,6.2,6.2,25,BBB+
IQT14241034,8/15/2003,8/20/1998,MI,Senior Unsecured,6.5,6.5,0.579,BB
IQT14241063,8/15/2005,8/20/1998,MI,Senior Unsecured,6.75,6.75,0.681,BB
IQT14241237,8/15/2001,8/27/1998,MI,Senior Unsecured,6,6,1.554,BB
IQT14241236,8/15/2003,8/27/1998,MI,Senior Unsecured,6.375,6.375,0.56,BB
IQT14241230,8/15/2005,8/27/1998,MI,Senior Unsecured,6.5,6.5,0.906,BB
IQT14241523,9/10/2001,9/2/1998,NY,Senior Unsecured,5.93,5.93,15,A
IQT14241512,8/15/2001,9/3/1998,MI,Senior Unsecured,6,6,0.226,BB
IQT14241531,8/15/2003,9/3/1998,MI,Senior Unsecured,6.25,6.25,0.06,BB
IQT14241530,8/15/2005,9/3/1998,MI,Senior Unsecured,6.5,6.5,0.361,BB
IQT14241525,9/9/2005,9/3/1998,ID,Senior Secured,5.83,5.83,60,A+
IQT32237901,9/11/2028,9/3/1998,CT,Senior Unsecured,6.88,6.88,14,A-
IQT14241654,9/15/2008,9/9/1998,WI,Senior Unsecured,6.02,6.02,30,AA
IQT14241696,9/17/2001,9/10/1998,PA,Senior Unsecured,5.81,5.81,25,BBB+
IQT14241639,10/15/2001,9/10/1998,MI,Senior Unsecured,6,6,0.498,BB
IQT14241697,9/15/2005,9/10/1998,PA,Senior Unsecured,6.17,6.17,10,BBB+
IQT32235315,2/1/2008,9/11/1998,MI,Senior Unsecured,6.375,6.375,9.1,BBB-
IQT32251258,2/1/2008,9/11/1998,MI,Senior Unsecured,6.375,6.375,28,BBB-
IQT32255082,2/1/2008,9/11/1998,MI,Senior Unsecured,6.375,6.375,28,BBB-
IQT14241947,9/23/2002,9/16/1998,PA,Senior Unsecured,5.66,5.66,32.05,A+
IQT14241932,10/15/2001,9/17/1998,MI,Senior Unsecured,6,6,1.444,BB
IQT14243364,9/23/2002,9/17/1998,PA,Senior Unsecured,5.56,5.56,1.5,A+
IQT14241775,9/15/2003,9/17/1998,IA,Senior Unsecured,6.96,6.96,215,BB+
IQT14241776,9/15/2005,9/17/1998,IA,Senior Unsecured,7.23,7.23,260,BB+
IQT14241777,9/15/2008,9/17/1998,IA,Senior Unsecured,7.52,7.52,450,BB+
IQT14241778,9/15/2028,9/17/1998,IA,Senior Unsecured,8.48,8.48,475,BB+
IQT32234528,3/1/2018,9/18/1998,MI,Senior Unsecured,6.875,6.875,180,AAA
IQT14241984,9/24/2003,9/21/1998,WV,Senior Unsecured,5.66,5.66,5,A+
IQT32236500,9/22/2008,9/21/1998,NV,Senior Unsecured,6.27,6.27,25,Unknown
IQT14242159,9/25/2003,9/22/1998,WV,Senior Unsecured,5.71,5.71,1.975,A+
IQT14242072,10/15/2001,9/24/1998,MI,Senior Unsecured,6,6,0.76,BB
IQT14242162,9/29/2003,9/24/1998,WV,Senior Unsecured,5.63,5.63,20.5,A+
IQT14242158,9/29/2003,9/24/1998,WV,Senior Unsecured,5.57,5.57,1,A+
IQT14242221,10/1/2028,9/24/1998,NY,Senior Unsecured,6.9,6.9,75,A+
IQT32253925,10/1/2028,9/24/1998,NY,Senior Unsecured,6.9,6.9,1,A+
IQT32253890,10/1/2028,9/24/1998,NY,Senior Unsecured,6.9,6.9,20,A+
IQT14242270,9/30/2003,9/25/1998,WV,Senior Unsecured,5.56,5.56,15,A+
IQT14242141,10/1/2008,9/29/1998,OH,Senior Secured,6.86,6.86,125,BB+
IQT14242343,10/1/2008,9/29/1998,MD,Senior Unsecured,5.78,5.78,50,A+
IQT14242293,10/6/2003,9/30/1998,MA,Senior Secured,5.5,5.5,10,A-
IQT14242318,10/6/2008,9/30/1998,UT,Senior Unsecured,6,6,10,A+
IQT14242320,10/6/2008,9/30/1998,UT,Senior Unsecured,5.95,5.95,15,A+
IQT14242308,10/15/2001,10/1/1998,MI,Senior Unsecured,6,6,2.363,BB
IQT14242377,10/7/2008,10/2/1998,UT,Senior Unsecured,5.85,5.85,10,A+
IQT14242383,10/1/2008,10/7/1998,AL,Senior Unsecured,5.375,5.375,160,A+
IQT14242530,10/16/2000,10/8/1998,PA,Senior Unsecured,5.99,5.99,30,BBB+
IQT14242533,10/15/2001,10/8/1998,PA,Senior Unsecured,5.75,5.75,20,BBB+
IQT14242531,10/14/2003,10/8/1998,PA,Senior Unsecured,6.23,6.23,20,BBB+
IQT14242532,10/14/2005,10/8/1998,PA,Senior Unsecured,6.39,6.39,20,BBB+
IQT14242674,10/17/2000,10/9/1998,PA,Senior Unsecured,5.86,5.86,50,BBB+
IQT14242676,10/15/2003,10/9/1998,PA,Senior Unsecured,6.4,6.4,5,BBB+
IQT14242669,10/16/2000,10/13/1998,PA,Senior Unsecured,5.9,5.9,30,BBB+
IQT32252328,10/21/2008,10/16/1998,CT,Senior Unsecured,6.04,6.04,20,A-
IQT14242778,10/23/2008,10/16/1998,SC,Senior Unsecured,5.81,5.81,115,A
IQT14242849,10/22/2010,10/16/1998,NJ,Senior Secured,6.12,6.12,10,BBB+
IQT14242846,10/22/2018,10/16/1998,NJ,Senior Secured,7.125,7.125,20,BBB+
